h1,h2,h3,h4
12.26301852,12.78295407,1.633941132,1.409044702
12.2630177,12.78295632,1.633941132,1.409044702
12.2630169,12.78295855,1.633941132,1.409044702
12.2630161,12.78296076,1.633941132,1.409044702
12.26301532,12.78296294,1.633941132,1.409044702
12.26301456,12.78296509,1.633941132,1.409044702
12.2630138,12.78296723,1.633941132,1.409044702
12.26301306,12.78296934,1.633941132,1.409044702
12.26301233,12.78297142,1.633941132,1.409044702
12.26301161,12.78297348,1.633941132,1.409044702
12.2630109,12.78297553,1.633941132,1.409044702
12.26301021,12.78297754,1.633941132,1.409044702
12.26300952,12.78297954,1.633941132,1.409044702
12.26300885,12.78298151,1.633941132,1.409044702
12.26300819,12.78298346,1.633941132,1.409044702
12.26300754,12.78298539,1.633941132,1.409044702
12.26300689,12.7829873,1.633941132,1.409044702
12.26300626,12.78298919,1.633941132,1.409044702
12.26300564,12.78299106,1.633941132,1.409044702
12.26300503,12.7829929,1.633941132,1.409044702
12.26300443,12.78299473,1.633941132,1.409044703
12.26300384,12.78299654,1.633941132,1.409044703
12.26300325,12.78299832,1.633941132,1.409044703
12.26300268,12.78300009,1.633941132,1.409044703
12.26300212,12.78300184,1.633941132,1.409044703
12.26300156,12.78300356,1.633941132,1.409044703
